placeUrl	title	rating	reviewCount	category	attributes	address	plusCode	website	phoneNumber	wednesday	thursday	friday	saturday	sunday	monday	tuesday	currentStatus	imgUrl	isClaimed	latitude	longitude	query	timestamp	info					
https://www.google.com/maps/place/Secret+Garden+Tattoo/data=!4m6!3m5!1s0x1dcc43a386b0de57:0x9175380dd5e2df71!8m2!3d-34.0212844!4d18.467506!16s%2Fg%2F11htxx2g2w	Secret Garden Tattoo			Tattoo and piercing shop		161 Main Rd, Plumstead, Cape Town, 7800, South Africa	XFH9+F2 Constantia, Cape Town, South Africa		+27 82 944 0491	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–3p.m.	Closed	Closed	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMQvDPBU19728-Zoc68HhzgK_Vo0c04SFOxZ-dj=w630-h240-k-no	TRUE	-34.02131249999999	18.4675625	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:03:59.949Z						
https://www.google.com/maps/place/WhittleInk+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc4979507ee16d:0x201634ca0dafddf3!8m2!3d-34.0387536!4d18.62524!16s%2Fg%2F11n00f9yqh	WhittleInk Tattoo Studio			Tattoo shop		186 Metropolitan St, Beacon Valley, Cape Town, 7785, South Africa	XJ6G+F3 Mitchells Plain, Cape Town, South Africa	https://www.facebook.com/WhittleInkFamily/?ref=pages_you_manage	+27 83 680 4047	5–7p.m.	5–7p.m.	5–7p.m.	10a.m.–7p.m.	10a.m.–5p.m.	5–7p.m.	5–7p.m.	Closed	https://lh5.googleusercontent.com/p/AF1QipO0nVZhQIcWrCb97FSwvpZr7DOf6qDz_NmNupbf=w408-h408-k-no	TRUE	-34.0388125	18.625187499999996	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:03.846Z						
https://www.google.com/maps/place/Samurai+Empire+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc51fe0be03085:0xbd76240ca27e81ff!8m2!3d-33.8755111!4d18.6284397!16s%2Fg%2F11p12vmywr	Samurai Empire Tattoo Studio			Tattoo shop		Tygervalley, Shop 2, Cascades 1 Tyger Waterfront, Cape Town, 7785, South Africa	4JFH+Q9 Bellville, Cape Town, South Africa		+27 79 412 8522	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	11a.m.–8p.m.	Closed	Closed	Open now	https://lh5.googleusercontent.com/p/AF1QipMFnQu0LA4ghMO1vWafo2Y-NEYCjAKkon4bPNxO=w408-h272-k-no	TRUE	-33.8755625	18.628437500000004	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:07.417Z						
https://www.google.com/maps/place/INK+%26+CBD+STUDIO+85/data=!4m6!3m5!1s0x1dcc5f4f148128f1:0x9b02a66e9f9477b2!8m2!3d-33.8104385!4d18.511031!16s%2Fg%2F11rfn15gfp	INK & CBD STUDIO 85			Tattoo and piercing shop		Parklands Park West Centre Unit 12A2, Cape Town, 7441, South Africa	5GQ6+RC Bloubergstrand, Cape Town, South Africa		+27 65 993 6151	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	Closed	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qC6iru8mXsoAQxpRKCHztA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.5078&pitch=0&thumbfov=100	TRUE	-33.8104375	18.511062499999994	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:11.982Z						
https://www.google.com/maps/place/DS.Ink+Tattoos/data=!4m6!3m5!1s0x46f2519a7347bfe5:0x5ff4eeeb598c7f90!8m2!3d-33.915538!4d18.6560594!16s%2Fg%2F11rd9g4fyn	DS.Ink Tattoos			Tattoo shop					+27 60 537 0988	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOn8l7bgSFCCgyZ-y6cTyz4OyG5rjf8lE0tJwwJ=w408-h544-k-no	TRUE			https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:14.328Z						
https://www.google.com/maps/place/Skin+Vandal+Tattoos/data=!4m6!3m5!1s0x1dcc45915376c127:0xf43b0e6ae1145eac!8m2!3d-33.9734252!4d18.660012!16s%2Fg%2F11f662c8z4	Skin Vandal Tattoos			Tattoo shop		31 Coway St, Diepwater, Cape Town, 7580, South Africa	2MG6+J2 Blue Downs, Cape Town, South Africa	business.site	+27 73 790 5732	8a.m.–4p.m.	8a.m.–4p.m.	8a.m.–4p.m.	8a.m.–4p.m.	10a.m.–4p.m.	8a.m.–4a.m.	8a.m.–4p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOkMgwSgrzBzPhzGDa4pKW4aAN5V24M7bt1zvJr=w426-h240-k-no	TRUE	-33.9734375	18.660062499999995	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:17.989Z						
https://www.google.com/maps/place/Needles+%26+Pins+Tattoo/data=!4m6!3m5!1s0x1dcc6723a3f2c847:0x4703517610f3a5ea!8m2!3d-34.1357526!4d18.4315959!16s%2Fg%2F11bw152jr0	Needles & Pins Tattoo			Tattoo and piercing shop		Shop 2 Triangle Square, Cnr de Waal &, 1st Cres, Fish Hoek, Cape Town, 7974, South Africa	VC7J+MJ Cape Point, Cape Town, South Africa	https://needlespins-tattoo.business.site/	+27 61 419 3694	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Closed	Closed	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNIO9A0-dAqhZq1jv2bhIWEgwrHS7_2l2HS-SxO=w408-h306-k-no	TRUE	-34.1358125	18.4315625	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:21.877Z						
https://www.google.com/maps/place/R%22Ink+Tattoos+SA/data=!4m6!3m5!1s0x1dcc5132130daa51:0x354fb3338150d2d5!8m2!3d-33.8521221!4d18.7003527!16s%2Fg%2F11rdw11h8s	"R""Ink Tattoos SA"			Tattoo shop		18 Marlborough St, Marlborough, Cape Town, 7500, South Africa	4PX2+54 Kraaifontein, Cape Town, South Africa	https://rink-tattoos-sa.business.site/?utm_source=gmb&utm_medium=referral	+27 71 359 2095	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–2p.m.	9a.m.–8p.m.	9a.m.–8p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNFXhC2Yr_yeES64_L1lS40lnZza7NTYetOQwuU=w408-h741-k-no	TRUE	-33.8520625	18.70031249999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:26.100Z						
https://www.google.com/maps/place/Gray's+Ink/data=!4m6!3m5!1s0x1dcc5d3fbd1000bb:0x45bd329228fbcd1c!8m2!3d-34.0542838!4d18.627848!16s%2Fg%2F11hdt4lv0w	Gray's Ink			Tattoo shop		4 Stag Cres, Mitchells Plain, Cape Town, 7785, South Africa	WJWH+74 Mitchells Plain, Cape Town, South Africa	https://grays-ink.business.site/	+27 62 341 9226	6–9p.m.	6–9p.m.	5:30–10p.m.	10a.m.–10p.m.	Closed	6–9p.m.	6–9p.m.	Closed	https://lh5.googleusercontent.com/p/AF1QipNa7nlnKO0d4eC6ynZw2yKXPPCztIg9DvmyMhH5=w408-h544-k-no	TRUE	-34.0543125	18.62781249999999	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:29.781Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Pennyred+Tattoo+Supplies+(Pty)Ltd.+%26+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc5fdd0dcb2037:0xb16ccb8b4a10b0c3!8m2!3d-33.8111827!4d18.4904301!16s%2Fg%2F11h6dh7bl1	Pennyred Tattoo Supplies (Pty)Ltd. & Tattoo Studio			Tattoo shop		Sunningdale, Cape Town, 7441, South Africa	5FQR+G5 Bloubergstrand, Cape Town, South Africa	https://www.pennyred.co.za/	+27 83 265 8344	9a.m.–6p.m.	9a.m.–6p.m.	9a.m.–6p.m.	9a.m.–2p.m.	Closed	9a.m.–6p.m.	9a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMzYygnY37sWmoX_3_K_ic-Jv_Fi7JSR46EUBzY=w408-h306-k-no	TRUE	-33.8111875	18.49043749999997	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:34.514Z						
https://www.google.com/maps/place/Whitefox+Tattoos/data=!4m6!3m5!1s0x1dcc572c26d7babb:0x3df518749dddd29d!8m2!3d-33.8326426!4d18.6859078!16s%2Fg%2F11ghrbljc_	Whitefox Tattoos			Shopping mall		Pinehurst Dr, Kraaifontein, Cape Town, 7569, South Africa	5M8P+W9 Kraaifontein, Cape Town, South Africa		+27 65 516 3361	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPlWbUs501U3NJ5GwMpNczlv1NIulTTkSBgdGaC=w408-h532-k-no	TRUE	-33.832687500000006	18.68593750000001	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:38.575Z						
https://www.google.com/maps/place/Ink+'n+Steel+-+Tattoo+%26+Piercings/data=!4m6!3m5!1s0x1dcc51bb78073e17:0xea977ce478693f7b!8m2!3d-33.8568025!4d18.6903767!16s%2Fg%2F11mhy75sw6	Ink 'n Steel - Tattoo & Piercings			Tattoo and piercing shop		Shop 2B De Bron Centre, Gardener St, Vredekloof Heights, 7560, South Africa	4MVR+75 Brackenfell, Cape Town, South Africa	https://ink-n-steel-tattoo-piercings.business.site/?utm_source=gmb&utm_medium=referral	+27 71 338 3785	9a.m.–6p.m.	9a.m.–6p.m.	9a.m.–6p.m.	9a.m.–3p.m.	Closed	9a.m.–6p.m.	9a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipM-xnMAmqHkHd_UDGAcLZekVQDDYKntRILg5jMF=w426-h240-k-no	TRUE	-33.856812500000004	18.690437499999987	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:44.945Z						
https://www.google.com/maps/place/True+Black+Tattoo+Training/data=!4m6!3m5!1s0x1dcc67b5b5fc907b:0x4911dc9941a3ff0e!8m2!3d-33.9184776!4d18.4230623!16s%2Fg%2F11r1qnrcq9	True Black Tattoo Training			Tattoo and piercing shop		2 Long St, Cape Town City Centre, Cape Town, 7441, South Africa	3CJF+J6 Cape Town, South Africa		+27 84 569 1406	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–1p.m.	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPZkBuCNcl8Xsa5_zInHk2FvMsVqLBFk7IRyI6p=w408-h301-k-no	TRUE	-33.9184375	18.4230625	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:49.155Z						
https://www.google.com/maps/place/Murder+Ink+Tattoo+%26+Piercing+Lounge/data=!4m6!3m5!1s0x1dcc5196ffe710a9:0xf8d711f4ec155c66!8m2!3d-33.9317482!4d18.6817447!16s%2Fg%2F11h2qtnkc1	Murder Ink Tattoo & Piercing Lounge			Tattoo and piercing shop		116 Lang St, Kuils River, Cape Town, 7580, South Africa	3M9J+8M Danarand, Cape Town, South Africa		+27 21 811 1779	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	11a.m.–4p.m.	Closed	10a.m.–6p.m.	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOOUIeYyOO-b23CyNQueRtQKzUcU-FRTqMATwHh=w408-h544-k-no	FALSE	-33.93168750000001	18.681687499999995	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:52.737Z						
https://www.google.com/maps/place/Hood+Ink/data=!4m6!3m5!1s0x1dcc5d1b594cf2b7:0x7f866ff182fb2972!8m2!3d-33.9417379!4d18.4689334!16s%2Fg%2F11b7xdzbrd	Hood Ink			Tattoo shop		26B Lower Main Rd, Observatory, Cape Town, 7935, South Africa	3F59+8H Cape Town, South Africa		+27 78 783 5615								Temporarily closed	https://lh3.googleusercontent.com/proxy/zNuNS7iTYeLADlQ5Nr3T7iRYG5Ipa3ZgAuVDzkoI1iVXucGPDITPSAiJqnn8v7TAyj_PSmXBayIhuBjXW5geO2VVsd8UdkofHdBYkikI2o-E2SgI6YJTdfze9y8zAcZ0YYjCGq1AxDIsa9XhdqdMoYwhz8CyV1TuM499KyNN2TZD=w408-h306-k-no	FALSE	-33.94168750000001	18.468937499999996	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:04:56.981Z						
https://www.google.com/maps/place/Black+Rose+Tattoos/data=!4m6!3m5!1s0x1dcc5daf4bfb85e5:0x516e2dcb46395b4e!8m2!3d-33.9274089!4d18.4562785!16s%2Fg%2F11pkcl36q8	Black Rose Tattoos			Tattoo shop		363 Albert Rd, Woodstock, Cape Town, 7915, South Africa	3FF4+2G Cape Town, South Africa		+27 73 023 0746	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–4p.m.	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOKiNPef8ikd3Ly9VRFaegpsdfwxxdsudIpZ9GK=w426-h240-k-no	TRUE	-33.9274375	18.45631249999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:00.998Z						
https://www.google.com/maps/place/Tainted+Skin+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc5b8403ac0f47:0x82d4ae4cfed71830!8m2!3d-33.909757!4d18.5578857!16s%2Fg%2F11gxgdlvrw	Tainted Skin Tattoo Studio			Tattoo shop		Murray St, Vasco Estate, Cape Town, 7460, South Africa	3HR5+35 Goodwood, Cape Town, South Africa		+27 79 698 1962	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–2p.m.	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNUj3tM3OX7rjYakbT1lrFEYvTO-KLBvoUGOBn-=w408-h408-k-no	TRUE	-33.90981250000001	18.557937499999994	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:04.521Z						
https://www.google.com/maps/place/''S'+TATTOO+SUPPLIES+and+Skincare+Products'/data=!4m6!3m5!1s0x1dcc5b527bb78e57:0x1038139a64653893!8m2!3d-33.9043871!4d18.5930006!16s%2Fg%2F11f9j8yf72	'S' TATTOO SUPPLIES and Skincare Products			Tattoo shop	·  In-store shopping  ·  In-store pick-up  ·  Delivery	269B Voortrekker Rd, Parow, Cape Town, 7500, South Africa	3HWV+66 Parow, Cape Town, South Africa	https://s-tattoo-supplies.business.site/?utm_source=gmb&utm_medium=referral	+27 68 055 5555	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–2p.m.	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipM9sOhpXqvX_TMt8HtS886Y6YXoG5Ntwj0kqVa5=w426-h240-k-no	TRUE	-33.9044375	18.593062499999988	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:08.829Z						
https://www.google.com/maps/place/Aya+Soul+Tattoos/data=!4m6!3m5!1s0x1dcc5d23bae99a75:0x5189528f723eb575!8m2!3d-33.9279!4d18.43979!16s%2Fg%2F11fspbxfdg	Aya Soul Tattoos			Tattoo shop		222 Sir Lowry Rd, Zonnebloem, Cape Town, 7925, South Africa	3CCQ+RW Cape Town, South Africa	pingils.co.za	+27 82 564 9992	10a.m.–7p.m.	10a.m.–7p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Closed	Closed	10a.m.–7p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNVHsymg5KhNxMj9VN2Rx-bwzV9zdE-EUI1VxnK=w408-h306-k-no	TRUE	-33.9279375	18.439812500000002	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:13.726Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Brightstar+Tattoo+and+Piercing+Studio/data=!4m6!3m5!1s0x1dcc45dd1f0646d7:0x1472d20b6aa8c4dc!8m2!3d-34.0244078!4d18.5794099!16s%2Fg%2F11mv58j9_s	Brightstar Tattoo and Piercing Studio			Tattoo and piercing shop		15 Oxford Cres, london village, Cape Town, 7785, South Africa	XHGH+6Q Mitchells Plain, Cape Town, South Africa		+27 74 782 7640	Closed	Closed	Closed	9a.m.–6p.m.	9a.m.–5p.m.	Closed	Closed	Closed today	https://lh5.googleusercontent.com/p/AF1QipNvgCenSEr4jFgqOG5eHgvvw7GSYHxVT8meq1Hm=w408-h544-k-no	TRUE	-34.0244375	18.579437500000026	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:18.094Z						
https://www.google.com/maps/place/Rotten+Apple+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc4229cf0c642d:0x82db74511a0a033d!8m2!3d-34.0585608!4d18.4668104!16s%2Fg%2F11bzq39p4c	Rotten Apple Tattoo Studio			Tattoo and piercing shop		Shop 276 Retreat Rd, Retreat, Cape Town, 7945, South Africa	WFR8+HP Constantia, Cape Town, South Africa		+27 78 936 7861	11a.m.–5p.m.	11a.m.–5p.m.	11a.m.–5p.m.	11a.m.–3p.m.	Closed	11a.m.–5p.m.	11a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMagQP7AgFuAkzxtcRwFVEXC89UqKVNRbnpopVk=w408-h725-k-no	TRUE	-34.0585625	18.46681249999996	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:21.732Z						
https://www.google.com/maps/place/All+or+Nothing+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc5d9b8f714e9b:0x46364f62fd2b9cda!8m2!3d-33.928077!4d18.443249!16s%2Fg%2F11f1lr7l7z	All or Nothing Tattoo Studio			Tattoo shop		145 Sir Lowry Rd, Zonnebloem, Cape Town, Western Cape, Cape Town, 7925, South Africa	3CCV+Q7 Cape Town, South Africa		+27 82 556 0898	10a.m.–4p.m.	10a.m.–4p.m.	10a.m.–4p.m.	10a.m.–6p.m.	Closed	10a.m.–2p.m.	10a.m.–4p.m.	Open now	https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kOabGcjfgm-bKskRisK1ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.737537&pitch=0&thumbfov=100	FALSE	-33.9280625	18.443187500000008	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:25.573Z						
https://www.google.com/maps/place/Firehawk+Ink/data=!4m6!3m5!1s0x1dcc59e9e9e21e89:0x401e0f3d1877e76e!8m2!3d-33.848765!4d18.5133714!16s%2Fg%2F11h0zhjlvs	Firehawk Ink			Tattoo and piercing shop		15 Lingfield closer Close, Milnerton Ridge, Cape Town, 7441, South Africa	5G27+F8 Milnerton, Cape Town, South Africa	https://firehawkink.wixsite.com/tattoo	+27 72 693 6334	9a.m.–9p.m.	9a.m.–9p.m.	9a.m.–9p.m.	9a.m.–9p.m.	9a.m.–9p.m.	9a.m.–9p.m.	9a.m.–9p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMsHO-Q7wR681XflcLTvvHPD5z9cw-Z7s9644M0=w408-h347-k-no	TRUE	-33.8488125	18.513312499999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:29.896Z						
https://www.google.com/maps/place/Lady+Luck+Tattoos/data=!4m6!3m5!1s0x1dcc677c78ec9d21:0x3b818b9b6d1636a5!8m2!3d-33.9222957!4d18.4160835!16s%2Fg%2F11gfhsjgp4	Lady Luck Tattoos			Tattoo shop		2nd floor, 53 Wale St, CBD, Cape Town, 8001, South Africa	3CH8+3C Cape Town, South Africa											https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qTv2aC2r1wCnTdcUyIGj_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.61348&pitch=0&thumbfov=100	TRUE	-33.922312500000004	18.416062499999995	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:33.384Z						
https://www.google.com/maps/place/VG+Tattooing/data=!4m6!3m5!1s0x1dcc5b49a0850867:0x8675fddf8b6e51e9!8m2!3d-33.93147!4d18.58756!16s%2Fg%2F11mw0mpltm	VG Tattooing			Tattoo shop		64 Clare St, Connaught, Cape Town, 7490, South Africa	3H9Q+C2 Parow, Cape Town, South Africa		+27 78 599 8900	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOvJb7wIct3iYOCwykWO_XU-lq43tf-XC-38xj6=w408-h544-k-no	TRUE	-33.93143750000001	18.587562500000004	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:37.605Z						
https://www.google.com/maps/place/Mimi+D+Tattoo/data=!4m6!3m5!1s0x1dcc67f8aa87fbbb:0x9540a97a86e6ea4d!8m2!3d-33.9333799!4d18.4191997!16s%2Fg%2F11j2c9tt2t	Mimi D Tattoo			Tattoo shop		136 Buitenkant St, Gardens, Cape Town, 8001, South Africa	3C89+JM Cape Town, South Africa	https://www.instagram.com/mimi_d_tattoo/										https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3kukdT3e7XzpktMXJhhg3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.29926&pitch=0&thumbfov=100	FALSE	-33.933437500000004	18.419187500000007	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:42.341Z						
https://www.google.com/maps/place/Skinscape+Tattoo	+tattoos+by+Morag/data=!4m6!3m5!1s0x1dcc677a18b290a9:0x467c447203de5e7c!8m2!3d-33.932089!4d18.4660087!16s%2Fg%2F1wn7b2kz	Skinscape Tattoo, tattoos by Morag			Tattoo shop		331 Lower Main Rd, Observatory, Cape Town, 8001, South Africa	3F98+5C Cape Town, South Africa		+27 82 430 0046	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–12a.m.	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNZ8LAABvDeSIaY6E9SqiEP6E-qy735esT20MFE=w408-h408-k-no	TRUE	-33.93206250000001	18.46606249999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:46.135Z					
https://www.google.com/maps/place/Baked+Ink/@-34.6283864	27.2516951	5z/data=!3m1!4b1!4m6!3m5!1s0x1dcc6765d6d303dd:0xc4f35a442f0e3750!8m2!3d-34.6283864!4d27.2516952!16s%2Fg%2F11j1xgq8yp	Baked Ink			Tattoo shop				https://www.bakedink.co.za/											TRUE			https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:50.848Z				
https://www.google.com/maps/place/Ironclad+Tattoos/data=!4m6!3m5!1s0x1dcc5f4bd5cbae0f:0xd54aa8627ca7c4!8m2!3d-33.8192293!4d18.4775712!16s%2Fg%2F11gf5tz4kj	Ironclad Tattoos			Tattoo shop		3 Viola Rd, Table View, Cape Town, 7441, South Africa	5FJH+82 Bloubergstrand, Cape Town, South Africa	https://aidincityonfire.wixsite.com/ironcladtattoos	+27 84 955 0943	9a.m.–6p.m.	Closed	9a.m.–6p.m.	9a.m.–6p.m.	9a.m.–12p.m.	9a.m.–12p.m.	9a.m.–6p.m.	Open now	https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u8SwLa998LEufelsHlJaWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.73297&pitch=0&thumbfov=100	TRUE	-33.819187500000005	18.47756249999999	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:55.133Z						
https://www.google.com/maps/place/Gypsy+Cove+Tattoo/data=!4m6!3m5!1s0x1dcc6777b5e08b85:0x55aab8efba401!8m2!3d-33.92269!4d18.41799!16s%2Fg%2F11j0yk6gyb	Gypsy Cove Tattoo			Tattoo shop		2nd Floor, One11 Gallery, 111 Loop St, Cape Town City Centre, Cape Town, 8001, South Africa	3CG9+W5 Cape Town, South Africa		+27 74 318 0080	11a.m.–6p.m.	11a.m.–6p.m.	11a.m.–6p.m.	11a.m.–3p.m.	11a.m.–3p.m.	11a.m.–6p.m.	11a.m.–6p.m.	Open now	https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V_luK64ROn2vcbSfjn93Bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.18285&pitch=0&thumbfov=100	FALSE	-33.92268750000001	18.417937500000008	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:05:58.656Z	Identifies as women-owned					
https://www.google.com/maps/place/The+Tattoo+Shop+BELLVILLE/data=!4m6!3m5!1s0x1dcc51d2ba9616c9:0xda319c7a47e3b640!8m2!3d-33.9016509!4d18.6357731!16s%2Fg%2F11j988zrz6	The Tattoo Shop BELLVILLE			Tattoo and piercing shop		217 Bellevue St, Kempenville, Cape Town, 7530, South Africa	3JXP+88 Bellville, Cape Town, South Africa		+27 72 351 5177	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	9a.m.–8p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMBuQOXlMcRzlJw5pgsJt735ucnwhJi92qIy5VW=w408-h408-k-no	FALSE	-33.90168750000001	18.6358125	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:06:03.385Z						
https://www.google.com/maps/place/444TattooStudio/data=!4m6!3m5!1s0x1dcc5da907108c03:0x94898e41fa089d89!8m2!3d-33.881816!4d18.5100622!16s%2Fg%2F11rvbl4f_l	444TattooStudio			Tattoo shop		Sable Square Shopping Centre, Century City, Cape Town, 7441, South Africa	4G96+72 Milnerton, Cape Town, South Africa	https://www.instagram.com/444tattoostudio/	+27 69 632 3689	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Closed	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipN8sAaKsuho33CHjTnOe69CVsJFMAKmvFc39Dd5=w408-h510-k-no	TRUE	-33.8818125	18.51006249999999	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:06:10.065Z						
https://www.google.com/maps/place/Pearson+Ink/data=!4m6!3m5!1s0x1dcc5d9155276f13:0x4748407af56fd902!8m2!3d-29.562833!4d21.0006106!16s%2Fg%2F11h8rbcbb5	Pearson Ink			Tattoo shop				https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fcustomtattoo33%2F%3Ftsid%3D0.5924997147448263%26source%3Dresult&refsrc=deprecated&_rdr	+27 84 544 9808	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	10a.m.–4p.m.	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNk9IZrxCasT-x540T82LTsdHMWVKhQ9-OckEbS=w408-h472-k-no	TRUE			https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:06:12.991Z						
